type,commenter,comment,source_index,date_time,ip
推,wsf,感恩整理,8,01/02 14:10,
推,ThisIsNotKFC,感謝之類,8,01/02 14:43,
→,ThisIsNotKFC,整理,8,01/02 14:43,
推,johnny1976,實用,8,01/02 15:02,
推,bombman1029,感謝整理,8,01/02 15:40,
→,lf2net4589,新光開戶似乎還要一起辦信用卡才能?,8,01/02 16:43,
推,mkcha,感恩,8,01/02 16:56,
推,s9435027,台企銀使用台灣pay每月一次回饋20元。活動沒有延續？,8,01/02 17:14,
推,steake,謝謝,8,01/02 17:24,
推,bboy0223,口袋帳戶是不打算延續了嗎QQ,8,01/02 17:52,
推,Kazamatsuri,新光開戶不用綁辦卡啊～,8,01/02 17:55,
推,Kazamatsuri,台企銀活動到1/20，所以1/20前應該還可以再賺台灣Pay,8,01/02 17:57,
→,Kazamatsuri,一次20吧？,8,01/02 17:57,
推,jonse,感恩,8,01/02 19:16,
推,papau,台企銀1/1用台灣pay消費 有回饋20元,8,01/02 21:14,
推,ivansailu,同上，今日用台灣pay有回饋$20,8,01/02 21:20,
推,janghow,推,8,01/02 22:20,
推,taco20,王道好像變成6.6%兩個月,8,01/03 01:09,
→,taco20,https://i.imgur.com/tXE5oB9.jpg,8,01/03 01:10,
→,pc1234,額度那麼低，玩這種只是在浪費時間,8,01/03 03:57,
推,chang0628,無上限只服Bankee 免解任務就是爽,8,01/03 12:02,
推,irrealsu,推,8,01/03 14:04,
推,racher,推,8,01/03 19:03,
推,RusselFoo,感謝整理，今年繼續無腦放遠銀+永豐大戶,8,01/04 14:48,
推,liago,感謝,8,01/05 07:49,
推,CanDz,先推再說,8,01/05 13:18,
推,karl60212,感恩BANKEE基礎利率不變，又省了搬磚的麻煩了,8,01/05 15:30,
推,a8866442,推整理,8,01/05 20:26,
→,pippen2002,推整哩! 但是都很爛! 繼續賺股票5M,8,01/05 22:15,
推,ccryst,推感謝整理,8,01/05 23:31,
推,daozai,推 感謝整理,8,01/06 14:45,
推,prince1514,推整理,8,01/06 15:19,
推,invidia,下面整理的滿清楚的,8,01/07 10:26,
→,invidia,但不知為啥網頁版看圖會有點模糊,8,01/07 10:26,
→,A1101166,圖的解析度沒有很高吧,8,01/08 14:12,
推,smtownya,謝謝整理,8,01/09 12:06,
推,bobboy8755,富邦,8,01/10 10:26,
推,kkkk1234,台新還有街利存可玩 https://i.imgur.com/eZTIZNg.jpg,8,01/10 17:23,
推,zsptl2011,感謝整理 彰銀真的是越改越爛 準備搬家,8,01/12 15:25,
推,clv,為啥有3%,8,01/12 20:14,
推,Kazamatsuri,街利存有條件可以5萬3%三個月,8,01/12 23:11,
→,gcd68388,街利要升到尊爵等級不容易吧??,8,01/14 23:34,
推,GiiBai5566,感謝大大整理！,8,01/15 02:55,
推,wolfaith7,謝謝,8,01/15 19:22,
推,ya981410,感謝整理！,8,01/18 10:00,
推,woonotgay,水喔 今年大額依舊Bankee,8,01/18 15:40,
推,wmkkin,感謝整理，活存繼續放遠銀,8,01/18 19:07,
推,IN,王道的活動額度已滿,8,01/19 09:18,
推,soul030403,今年很多變成舊戶了可以轉到Bankee,8,01/19 12:13,
推,h4934170,其實1.31跟1.35真的沒差多少利息，直接存遠東最方便，,8,01/19 18:38,
→,h4934170,降低忘記解任務的風險,8,01/19 18:38,
推,clv,嘿啊 其實我想問的是做了什麼有街利3%,8,01/19 18:55,
→,kkkk1234,https://i.imgur.com/FXWWP2h.png,8,01/21 00:07,
推,Kouzi1019,免任務無上限我只服Bankee,8,01/22 14:58,
推,olduck,王道網銀用電腦能登入嗎？一直重覆彈出Loading  (手機可),8,01/23 16:00,
推,Kazamatsuri,樂天其實用其中一個條件可以免消費有1.35%無上限啦XD,8,01/24 20:17,
推,burnjun,謝謝整理 新光ou不錯 新戶6.08 舊戶也還有2.4%,8,01/26 17:08,
推,Kazamatsuri,彰銀多了新戶2個月10萬3%了 XD,8,01/28 03:13,
推,octopuso1c,今天發現彰銀新戶變成3%了,8,01/28 12:02,
→,octopuso1c,不過2個月而已，要給不給的XD,8,01/28 12:03,
推,msdie911545,請問臺灣銀行的使用者代碼是要自己拿卡去atm設定嗎,8,02/01 02:02,
→,msdie911545, 只有卡片根本無法開卡跟登入...,8,02/01 02:02,
推,nacyling,bankee變成只能app跨行轉帳了？早上被扣手續費XD,8,02/01 08:20,
推,arthur70001,今年成功說服我爸媽開Bankee 終於不是存郵局了！！,8,02/01 11:39,
推,VivianHu,弱弱問一下遠東Bankee推薦碼怎麼找....,8,02/01 18:30,
推,a45321j,這裡不能偷渡推薦碼，直接到FB粉絲團看，或者用理財網紅,8,02/02 12:36,
→,a45321j,的推薦碼都可以，個人覺得五萬額度其實還好重點是1.31%,8,02/02 12:36,
→,a45321j,無上限,8,02/02 12:37,
推,kentwwx,請收信，謝謝,8,02/03 02:20,
推,CGS0,才20萬 花個2天提款存款就好,9,01/29 16:41,
→,CGS0,20萬對銀行是小錢,9,01/29 16:41,
推,PitzMan,我幾乎天天轉200萬...,9,01/29 16:44,
→,LEOOOO,回樓上，是總共大概90萬資金，每天20萬轉帳，因交易模式,9,01/29 16:46,
→,LEOOOO,跟平常不同，因牽扯詐騙，怕被關切的時候不知道要如實以,9,01/29 16:46,
→,LEOOOO,報還是單純說本人資金轉移較好,9,01/29 16:46,
→,jasper6101,1.不會 我大額都拿渣打當中轉 沒接過電話,9,01/29 16:46,
推,BabyWolf,渣打因為有活存活動要新資金 所以每兩三個月就會一堆人,9,01/29 16:53,
→,BabyWolf,單日進或出兩三百萬 他們應該很習慣了才是,9,01/29 16:54,
→,hcoaf,非約定帳號有每月轉帳上限吧？,9,01/29 17:01,
推,BabyWolf,說的也是沒注意 不過自己的帳戶去直接設約轉也沒關係吧,9,01/29 17:04,
→,hcoaf,對，只是原po說沒約定帳號,9,01/29 17:05,
→,LEOOOO,渣打網銀非約轉每月限額100萬，我剛好夠用XD  感謝以上大,9,01/29 17:08,
→,LEOOOO,大回覆，那銷戶的部分有人能提供意見嗎QQ,9,01/29 17:08,
→,LEOOOO,*應該是行動銀行,9,01/29 17:09,
推,qxxrbull,不要銷 銷了更麻煩,9,01/29 17:15,
→,eXcFerGodSt,我是覺得沒啥風險 詐團沒辦法把錢弄出去的話 通常不,9,01/29 18:08,
→,eXcFerGodSt,會轉進去,9,01/29 18:08,
→,eXcFerGodSt,轉一元要搞你的話不差這個帳戶,9,01/29 18:10,
→,prussian,吃飽太閒，詐騙集團人那麼多分工那麼細，哪會去查哪個,9,01/29 18:44,
→,prussian,帳號是報案的人。還沒被抓的趕緊東山再起去騙別人又是,9,01/29 18:44,
→,prussian,一堆錢入帳，誰花那個美國時間婊你；已經被抓的你擔心,9,01/29 18:44,
→,prussian,他幹嘛。帳本搞不好早就自毀了,9,01/29 18:44,
推,IanLi,這只怕三角詐騙，只要注意不明匯入不要聽指示匯到其它帳號,9,01/29 19:12,
→,IanLi,就好；另連續慢額度轉帳可能遇到詢問，就說實際原因就好，,9,01/29 19:12,
→,IanLi,其他無謂的就不用多說。,9,01/29 19:12,
→,ohyakmu,只是帳號還好吧，網路交易不是常互相給嗎？,9,01/29 19:56,
→,operatorm,"atm隨便尻洗轉帳就4筆300萬啦,想太多",9,01/29 20:07,
→,LEOOOO,感覺以上大大們回覆，我的想法的確是害怕三角詐騙，預計,9,01/29 20:21,
→,LEOOOO,日後渣打帳戶會停用，又怕在停用的狀態下有不明款項流入被,9,01/29 20:21,
→,LEOOOO,人報警，我承認我想得比較多但是被詐騙過後不想再冒任何,9,01/29 20:21,
→,LEOOOO,風險了XD,9,01/29 20:21,
→,LEOOOO,想問一下銷戶會留下任何不良紀錄嗎？或是聯徵那邊信用會,9,01/29 20:22,
→,LEOOOO,受影響？還是頂多日後該行比較難開戶而已,9,01/29 20:22,
→,ivanami,你到底是要銷戶？還是要取消行動銀行？銷戶是帳號在該銀,9,01/29 22:22,
→,ivanami,行失效、不再存在，怎麼還會有不明金額可轉入的問題？,9,01/29 22:22,
→,tomsawyer,三角詐騙怕的是人頭戶流入你的或獲取財務 你又笨笨的,9,01/29 22:55,
→,tomsawyer,匯入另一個人頭戶 這個因為你取得0東西 頂多被警示而,9,01/29 22:55,
→,tomsawyer,已 風險不是你說的算 銷戶也沒用 白忙一場的機會比較,9,01/29 22:55,
→,tomsawyer,大,9,01/29 22:55,
→,siriusu,警示有時候其實連坐其他帳戶也蠻麻煩的吧看過例子能理解,9,01/30 00:13,
→,siriusu,原 po 的考量不過真的被搞的機率是一定很低的就看你多想,9,01/30 00:13,
→,siriusu,避這個風險 渣打不是可以開多個帳戶嗎？看能不能開另一,9,01/30 00:13,
→,siriusu,個帳戶然後你擔心的帳戶設定不收款？,9,01/30 00:13,
→,siriusu,http://tinyurl.com/ymjvs6w6,9,01/30 00:15,
→,LEOOOO,回i大，我的意思是怕不明款項流入所以我想銷戶，直接讓這,9,01/30 00:16,
→,LEOOOO,個帳戶不存在，永無後患...,9,01/30 00:16,
→,LEOOOO,T大跟S大，帳戶被警示就我知道非常麻煩，除了名下所有帳,9,01/30 00:20,
→,LEOOOO,戶會被衍生管制之外，主要是會損壞信用，這點讓我很介意，,9,01/30 00:20,
→,LEOOOO,我知道被搞機率很低，但我連一點點風險都不想冒,9,01/30 00:20,
→,bemaz,當初原po被詐騙時有提供轉出帳戶編號全碼？不管啥交易 轉,9,01/30 00:22,
→,bemaz,出者不是頂多末五碼即能對帳，對方啥理由要原po提供帳戶帳,9,01/30 00:22,
→,bemaz,號？說要退款回來為由？給了最後沒收到是才發現是詐騙？,9,01/30 00:22,
→,LEOOOO,所以想問一下單純的「銷戶」動作，除了日後可能在渣打很,9,01/30 00:23,
→,LEOOOO,難再開戶，或是開戶時會被問東問西，是否會影響個人信用,9,01/30 00:23,
→,LEOOOO,評分，或在聯徵那邊留下什麼不良紀錄呢？,9,01/30 00:23,
→,LEOOOO,B大，我在被騙後有傳交易明細讓對方知道帳戶末幾碼，後來,9,01/30 00:25,
→,LEOOOO,想到如果對方透過存簿甚至是網銀可能可以知道帳號其他碼,9,01/30 00:25,
→,LEOOOO,數，才有此擔憂,9,01/30 00:25,
推,BabyWolf,每次銀行砍優惠或服務不如預期 也都很多人說要銷戶 不知,9,01/30 01:22,
→,BabyWolf,有多少付諸行動 但後續好像是沒聽說這些人信評受影響,9,01/30 01:23,
→,BabyWolf,至於s大說的加開一戶原戶設不收款能符合需求嗎,9,01/30 01:24,
推,HH88,之前看過警示戶相關文章，確實被標記很簡單很快，要拿掉的過,9,01/30 07:53,
→,HH88,程很冗長，如果是做生意或有金流的需求，小心為上是對的。,9,01/30 07:54,
→,HH88,"PS.萬一之一的機率也該避,我網銀明細看得到轉入的完整帳號",9,01/30 07:55,
→,HH88,我曾經有個朋友手機被流出去，整天被打來問要不要金錢援助..,9,01/30 07:56,
→,HH88,只因為拒絕了某位對象，報警也沒用，找不到文章來源，最後只,9,01/30 07:57,
→,HH88,好苦了自己換手機號碼。這時代，真的小心為上。,9,01/30 07:58,
推,SwampDonkey,原po辛苦你了，都是辛苦錢,9,01/30 08:15,
→,SwampDonkey,1. 有些銀行會，但如果你這兩天沒被關切應該就沒事,9,01/30 08:16,
→,SwampDonkey,2. 不會 我常銷戶 但我通常都是信用卡沒用才影響信,9,01/30 08:16,
→,SwampDonkey,用,9,01/30 08:16,
→,SwampDonkey,原po別擔心，我也被詐騙過，對方不會拿你的帳號來做,9,01/30 08:18,
→,SwampDonkey,人頭帳號應用，因為你還要能下一步轉出去，不然他轉,9,01/30 08:18,
→,SwampDonkey,錢流給你就卡住了。我建議你去換網銀帳密，確保他沒,9,01/30 08:18,
→,SwampDonkey,辦法登入你的網銀就好，剩下的其實就是慢慢把錢賺回,9,01/30 08:18,
→,SwampDonkey,來就好,9,01/30 08:18,
→,SwampDonkey,如果你真的這麼擔心也可以銷戶一勞永逸喔，其實銷戶,9,01/30 08:19,
→,SwampDonkey,就是結清的概念而已，行員不想幫你銷戶是因為你也許,9,01/30 08:19,
→,SwampDonkey,有更多銷售的機會，你就堅持要銷戶他也不能幹嘛,9,01/30 08:19,
→,ivanami,了解，那真的就只能看你，不然，渣打那份關戶申請書填寫,9,01/30 08:21,
→,ivanami,寄回去讓分行作業就能銷戶，比一定要跑分行結清方便...,9,01/30 08:21,
推,IanLi,被警示連帶管制是很麻煩的，另外也會留在聯徵備註，板上就,9,01/30 13:01,
→,IanLi,有開戶被刁難的例子。,9,01/30 13:01,
→,IanLi,要消除風險就是去結清，這不會有負面影響。,9,01/30 13:01,
→,LEOOOO,感謝以上大大建議，我決定開完新的薪轉戶後將資金移出然,9,02/02 12:40,
→,LEOOOO,後銷戶！,9,02/02 12:40,
→,aq2272353712,活該~426一堆跟你一樣這樣做，被大通清盤,10,01/30 12:16,
→,cityport,Oops,10,01/30 12:23,
推,BabyWolf,"好奇這帳戶""應該""怎麼用比較符合官方期待 放點CD或股/債",10,01/30 12:24,
→,BabyWolf,會比較安全嗎 原po的7.5K是放什麼,10,01/30 12:25,
→,BabyWolf,                   75K,10,01/30 12:26,
推,Klauhal,Premier放75k USD免帳管費,10,01/30 12:30,
→,Klauhal,我是猜大規模清戶時被掃到..,10,01/30 12:32,
→,a3556959,我就塞定存而已，那個說活該的，可以請教帳戶該怎麼用,10,01/30 12:33,
→,a3556959,嗎？,10,01/30 12:33,
推,BabyWolf,75K USD免帳管費沒錯 但放活存/定存/投資有沒有差別 而,10,01/30 12:35,
→,BabyWolf,HSBC不給我們用網頁開證券戶用網頁買股票 進出嘉信不是,10,01/30 12:36,
→,BabyWolf,很合理嗎 我們的錢也一定要從台灣過去不是?,10,01/30 12:36,
推,pwseki206,會不會因為帳務轉出入頻繁所以被HSBC KYC Red Flag Tag,10,01/30 12:53,
→,pwseki206,到了?聽香港朋友說HSBC抓可疑transcation抓很緊然後還,10,01/30 12:53,
→,pwseki206,中CSEM(這中文不知道是啥機制)就基本上沒救甚至可能殺,10,01/30 12:54,
→,pwseki206,全家之類的。記得上一位被這樣開鍘的好像就BNY大,10,01/30 12:55,
→,pwseki206,*抓很緊，甚至你中CSEM(這中文不知道是啥機制)就基本上,10,01/30 12:56,
推,willieliu,疑？BNY大有被HSBC搞嗎？,10,01/30 12:58,
→,willieliu,我只知道他後來都反推HSBC 但不知有沒有被搞,10,01/30 12:58,
推,pwseki206,還是我記錯了?Anyway，如果網路上DP正確的話...HSBC看,10,01/30 13:00,
→,pwseki206,起來也是家感度3000毛病特多的銀行，要如何安全往來有,10,01/30 13:00,
→,pwseki206,得研究了...,10,01/30 13:00,
推,pwseki206,香港那邊我知道3rd Party Transaction過多會被盯、用個,10,01/30 13:04,
→,pwseki206,人戶進行(疑似)商業活動也會被盯。這敏感性跟Chase有拚,10,01/30 13:04,
→,willieliu,搞不好我剛好沒看到XD 因為之前有看到他推文說滙豐一地,10,01/30 13:06,
→,willieliu,關全球關 然後又極力反推 應該確實有發生過什麼 不然,10,01/30 13:06,
→,willieliu,跟他早起對HSBC的態度差太多,10,01/30 13:06,
→,qxxrbull,你有跟crypto相關轉帳過嗎,10,01/30 13:14,
→,qxxrbull,之前聽過的 有人這樣在香港hsbc開戶綁hashkey(香港sec核,10,01/30 13:15,
→,qxxrbull,准的加密貨幣交易所)，後來出入金就被關了,10,01/30 13:15,
→,BNYMellon,https://i.imgur.com/7cjtPfG.jpg,10,01/30 13:38,
→,BNYMellon,上面做夢夢到的,10,01/30 13:38,
→,garufu,每個月這樣搬錢蠻像洗錢或是在做什麼生意，金額也不是說,10,01/30 15:30,
→,garufu,很小,10,01/30 15:30,
推,eXcFerGodSt,qq 台灣可以開始搬一搬了,10,01/30 15:52,
→,eXcFerGodSt,如果要TT的話考慮看看渣打HK/匯豐SG吧 VIP電匯免手,10,01/30 15:54,
→,eXcFerGodSt,續費,10,01/30 15:54,
→,eXcFerGodSt,CSEM 發通知其實好像也有得救 就要求各國（不含US）,10,01/30 15:58,
→,eXcFerGodSt,風控再審一次的樣子,10,01/30 15:58,
推,aq2272353712,台灣現在也抓很嚴格，不止國外啦，關戶遲早,10,01/30 16:01,
推,tenboguang,有點外行看不太懂，所以是從嘉信收錢到hsbc us不行？,10,01/30 16:22,
→,tenboguang,還是hsbc us再轉回台灣不行？或是台灣國泰玉山去us不,10,01/30 16:22,
→,tenboguang,行？ 還是1-3次頻率不行？亦或7000-9000usd這樣金額,10,01/30 16:22,
→,tenboguang,不行？ 有辦法“明確”知悉嗎？,10,01/30 16:22,
→,a3556959,沒辦法知道，他們只會給一個模糊的，我們不想再讓您使,10,01/30 16:42,
→,a3556959,用匯豐的服務之類的藉口,10,01/30 16:42,
推,wtgcarot,洗錢嫌疑，無解,10,01/30 17:54,
推,kmfan1978,就是有洗錢嫌疑沒辦法,10,01/30 17:57,
推,Klauhal,大額匯出又匯入的問題吧? 這行為被alert的機率比較高,10,01/30 18:27,
→,Klauhal,你應該用台灣HSBC P去匯款,10,01/30 18:29,
推,tenboguang,台美之間用環球轉帳免費， 亦是否會比較合規？,10,01/30 18:36,
→,tenboguang,兩邊都是hsbc自己的？,10,01/30 18:38,
→,aa133456,猜測US方可能認為你有TW帳號為何不用環球轉帳，反而要花,10,01/30 18:50,
→,aa133456,錢電匯,10,01/30 18:50,
推,iswtlch,開US匯嘉信有什麼好處嗎？我有需要的時候就直接從臺灣匯,10,01/30 19:03,
→,iswtlch,嘉信也沒問題,10,01/30 19:03,
推,aq2272353712,洗錢吧,10,01/30 19:26,
→,garufu,不用台灣HSBC P GT真的感覺蠻洗$的,10,01/30 21:27,
推,aq2272353712,只放75K，每月出金7-9，然後再入金，一直循環，你如,10,01/30 22:33,
→,aq2272353712,何解釋不是洗錢，洗錢有一項就是在自己名下帳戶啊，,10,01/30 22:33,
→,aq2272353712,之前426就是這樣玩,10,01/30 22:33,
→,aq2272353712,你也可以說你嘉信，天天當沖，月月賺錢，所以美股就,10,01/30 22:36,
→,aq2272353712,是你的ATM，那你就請會計師，檢附所有交易資料去聲,10,01/30 22:36,
→,aq2272353712,復,10,01/30 22:36,
推,BabyWolf,關於大家提到是否從臺灣HSBC轉錢比較好 我回想到去年開,10,01/31 00:53,
→,BabyWolf,戶美國HSBC時 開戶理由寫從臺灣轉錢投資美股美債 他的確,10,01/31 00:55,
→,BabyWolf,問了我資金來源是其他銀行 是從他行同名帳戶電匯或其他,10,01/31 00:56,
→,BabyWolf,第三方匯款 我解釋說是從其他銀行先匯到臺灣滙豐再用GT,10,01/31 00:56,
→,BabyWolf,到美國滙豐 我想如果他們真的會在意或許就先固定用GT 也,10,01/31 00:58,
→,BabyWolf,先不要轉回臺灣 看會不會比較安全,10,01/31 00:59,
推,napdh,外商都不是吃素的，你只當轉接站，csem是評估客戶等級，他,10,01/31 03:39,
→,napdh,評估你沒有業務往來的價值，像是買基金或是股票或是信用卡,10,01/31 03:39,
→,napdh,貸款等，自然可能關戶，這點渣打也是會,10,01/31 03:39,
→,cityport,這種行為在美國是叫structuring..9k來個幾次就會觸發,10,01/31 03:55,
→,cityport,跟洗錢相關..但不是洗錢,10,01/31 03:56,
噓,XiJinPing87,金額大又頻繁，確實滿可疑的==,10,01/31 08:13,
→,cppwu,CSEM client selection & exit management,10,01/31 14:47,
推,lf2net4589,垃圾香港銀行不用也罷,10,01/31 16:26,
→,peter98,是每個月轉回台灣1-3次? 被盯上完全不意外,10,01/31 18:54,
→,peter98,要是我在hsbc風險部分，看到這種的看一個關一個,10,01/31 18:56,
→,peter98,不要自我懷疑為什麼了，因為為什麼已經很明顯。,10,01/31 18:56,
→,peter98,風險部門*,10,01/31 18:56,
→,peter98,銀行並不介意你把錢轉來轉去，但僅限境內，在境內，銀行,10,01/31 18:57,
→,peter98,甚至喜歡你常常把錢動來動去，當中轉站也都不是問題，我,10,01/31 18:59,
→,peter98,的帳戶一個月起碼有20筆線上操作的存款或提款，但是跨國,10,01/31 18:59,
→,peter98,不能這樣搞，就算你是真的有需求也不是這樣搞。,10,01/31 19:00,
推,pwseki206,是說如果每個月都從HSBC TW轉一次帳到HSBC US繳當月卡,10,01/31 21:23,
→,pwseki206,費...這樣會觸動AML或CSEM嗎?總不能卡費欠繳...吧?,10,01/31 21:23,
推,qxxrbull,台灣有公平待客原則（？）金管會會盯才幾乎不搞這樣,10,01/31 22:17,
→,pippen2002,啥?? 真假?? 有這樣??,10,01/31 23:13,
推,Klauhal,每月一次小額沒事啦，這樣會出事會有一堆人被關戶..,10,02/01 08:25,
→,cityport,少量小額或大額都沒差..主要還是多次9k直接踩到紅線,10,02/01 10:55,
→,cityport,一次10k以上反而不會有事,10,02/01 10:56,
